system,survey_id,survey_name,data-available,survey_type,survey_org,survey_endDate,building_id,building_name,building_address,building_street,building_city,building_state,building_zip,building_country,Sq. Ft. ,school type,locale,Title 1 (Y/N),building_lon,building_lat,building_constructed,building_renovated,building_leed,building_leed-version,median income,bldg-feat-1,bldg-feat-2,bldg-feat-3,bldg-feat-4,median_income_all_households_zip
qualtrics,20113.0,201 Bishopsgate,,Office,,2017-12-14,10113.0,201 bishopsgate,"201 bishopsgate, spitalfields, london ec2m 3af, uk",201 bishopsgate,spitalfields,london,,uk,,,,,-0.0792903,51.520994,,,,,,,,,,
qualtrics,20114.0,730 3rd Avenue,,Office,,2017-12-14,10114.0,730 3rd avenue,"730 3rd ave, new york, ny 10017, usa",730 3rd ave,new york,ny,10017,usa,,,,,-73.9731835,40.7531278,,,,,132518.0,,,,,132518.0
qualtrics,20115.0,ARUP - Newport Beach City Hall,,Office,arup,2018-01-20,10115.0,newport beach city hall,,,,,,usa,,,,,,,,,,,,,,,,
qualtrics,20116.0,The Gas Company Tower,,Office,,2018-01-22,10116.0,the gas company tower,"the gas company tower, los angeles, ca 90013, usa",the gas company tower,los angeles,ca,90013,usa,,,,,-118.2531648,34.0500954,,,,,32848.0,,,,,32848.0
qualtrics,20117.0,7 Millbank,,Office,,2018-02-09,10117.0,7 millbank,"7 millbank, westminster, london sw1p 3ja, uk",7 millbank,westminster,london,,uk,,,,,-0.1262858,51.4966824,,,,,,,,,,
qualtrics,20118.0,Kevin and Connie Chou Hall Haas School of Business UC Berkeley,,HigherEd,,2018-03-13,10118.0,kevin and connie chou hall haas school of business uc berkeley,"2220 piedmont ave, berkeley, ca 94720",2220 piedmont ave,berkeley,ca,94720,usa,,,,,,,,,,,,,,,,
qualtrics,20119.0,UC Davis - Rifle Range Code Readiness 2018,,Office,uc davis,2018-03-13,10119.0,rifle range code readiness 2018,"420 crocker lane, davis, california, 95616",420 crocker lane,davis,ca,95616,usa,,,,,,,,,,,74758.0,,,,,74758.0
qualtrics,20120.0,Quinn Evans - McKinley Middle School,,K-12,quinn evans,2018-03-20,10120.0,mckinley middle school,"151 t st ne, washington, dc 20002, usa",151 t st ne,washington,dc,20002,usa,,,,,-77.004889,38.9145641,,,,,114482.0,,,,,114482.0
qualtrics,20121.0,Center for Landscape Architecture,,Office,,2018-03-27,10121.0,center for landscape architecture,"636 i st nw, washington, dc 20001, usa",636 i st nw,washington,dc,20001,usa,,,,,-77.0214734,38.9006286,,,,,138730.0,,,,,138730.0
qualtrics,20122.0,SmithGroup - DC Office,,Office,smithgroup,2018-04-03,10122.0,dc office,"1700 new york ave, washington dc 20006",1700 new york ave,washington,dc,20006,usa,,,,,,,,,,,36019.0,,,,,36019.0
qualtrics,20123.0,SmithGroup - Detroit Office,,Office,smithgroup,2018-04-03,10123.0,detroit office,"500 griswold st. suite 1700, detroit, mi 48226",500 griswold st. suite 1700,detroit,mi,48226,usa,,,,,,,,,,,69813.0,,,,,69813.0
qualtrics,20124.0,SmithGroup - San Francisco Office,,Office,smithgroup,2018-04-03,10124.0,san francisco office,"345 spear st, san francisco, ca 94105, usa",345 spear st,san francisco,ca,94105,usa,,,,,-122.3901086,37.789682,,,,,239781.0,,,,,239781.0
qualtrics,20125.0,Texas A&M College of Veterinary Medicine Biomedical Sciences,,HigherEd,,2018-04-11,10125.0,texas a&m college of veterinary medicine biomedical sciences,"800 george bush dr, college station, tx 77840, usa",800 george bush dr,college station,tx,77840,usa,,,,,-96.3337124,30.6090918,,,,,31278.0,,,,,31278.0
qualtrics,20126.0,KSAT Headquarters,,Office,,2018-04-16,10126.0,ksat headquarters,"1408 n st mary's st, san antonio, tx 78215, usa",1408 n st mary's st,san antonio,tx,78215,usa,,,,,-98.4841275,29.4369522,,,,,82128.0,,,,,82128.0
qualtrics,20127.0,UC Davis - Memorial Union,,HigherEd,uc davis,2018-04-25,10127.0,memorial union,"250 west quad, davis, ca 95618",250 west quad,davis,ca,95618,usa,,,,,,,,,,,112454.0,,,,,112454.0
qualtrics,20128.0,Trane Engineering Technology Center Building 12,,Office,,2018-05-12,10128.0,trane engineering technology center building 12,"890 service st, san jose, ca 95112, usa",890 service st,san jose,ca,95112,usa,,,,,-121.8902778,37.3688889,,,,,89649.0,,,,,89649.0
qualtrics,20129.0,Bateson Building,,Office,,2018-05-14,10129.0,bateson building,"1600 9th street, sacramento, ca 95814",1600 9th street,sacramento,ca,95814,usa,,,,,,,,,,,46637.0,,,,,46637.0
qualtrics,20130.0,MSU - Denver Aerospace and Engineering Sciences,,Office,msu,2018-05-15,10130.0,denver aerospace and engineering sciences,"1449 7th st, denver, co 80204, usa",1449 7th st,denver,co,80204,usa,,,,,-105.0081986,39.7450315,,,,,79265.0,,,,,79265.0
qualtrics,20131.0,ARUP - Seattle,,Office,arup,2018-05-22,10131.0,seattle,"1191 2nd ave #400, seattle, wa 98101",1191 2nd ave #400,seattle,wa,98101,usa,,,,,,,,,,,128143.0,,,,,128143.0
qualtrics,20132.0,EPIC - Radiant David Brower Center,,Office,epic,2018-05-24,10132.0,radiant david brower center,"2150 allston way, berkeley, ca 94704, usa",2150 allston way,berkeley,ca,94704,usa,,,,,-122.2664611,37.8694389,,,,,52105.0,,,,,52105.0
qualtrics,20133.0,Mt Stromlo High School Post Survey,,K-12,,2018-06-23,10133.0,mt stromlo high school post survey,"220 badimara st, waramanga act 2611, australia",220 badimara st,waramanga,act,,australia,,,,,149.053831,-35.354881,,,,,,,,,,
qualtrics,20134.0,Cleveland Clinic Functional Medicine Suite (Q Building) 2nd Survey,,Healthcare,,2018-08-01,10134.0,cleveland clinic functional medicine suite (q building) 2nd survey,"2050 east 96th street cleveland , oh 44195",2050 east 96th street,cleveland,oh,44195,usa,,,,,,,,,,,,,,,,
qualtrics,20135.0,KQED,,Office,,2018-08-01,10135.0,kqed,"50 beale st 5th floor, san francisco, ca 94105, usa",50 beale st 5th floor,san francisco,ca,94105,usa,,,,,-122.3963791,37.7913165,,,,,239781.0,,,,,239781.0
qualtrics,20136.0,Rochester City Hall,,Office,,2018-08-25,10136.0,rochester city hall,"30 church st, rochester, ny 14614, usa",30 church st,rochester,ny,14614,usa,,,,,-77.6149069,43.156954,,,,,63452.0,,,,,63452.0
qualtrics,20137.0,HGA - Sunnylands,,Office,hga,2018-09-07,10137.0,sunnylands,"sunnylands, rancho mirage, ca 92270, usa",sunnylands,rancho mirage,ca,92270,usa,,,,,-116.4106286,33.7770105,,,,,109943.0,,,,,109943.0
qualtrics,20138.0,Best in Class - Kaiser Vallejo,,Office,best in class,2018-09-27,10138.0,kaiser vallejo,"975 sereno dr, vallejo, ca 94589, usa",975 sereno dr,vallejo,ca,94589,usa,,,,,-122.2484432,38.12767,,,,,91313.0,,,,,91313.0
qualtrics,20139.0,Workbar - Back Bay 399 Boylston,,Office,workbar,2018-10-04,10139.0,back bay 399 boylston,"399 boylston st, boston, ma 02116, usa",399 boylston st,boston,ma,,usa,,,,,-71.0721548,42.3518033,,,,,,,,,,
qualtrics,20140.0,Quinn Evans - MERIT Suite 200,,Office,quinn evans,2018-10-30,10140.0,merit suite 200,,,,,,usa,,,,,,,,,,,,,,,,
qualtrics,20141.0,LPA - Irvine,,Office,lpa,2018-11-07,10141.0,irvine,"5161 california ave, irvine ca 92617",5161 california ave,irvine,ca,92617,usa,,,,,,,,,,,80167.0,,,,,80167.0
qualtrics,20142.0,LPA - Theory,,Office,lpa,2018-11-07,10142.0,theory,"130 theory, irvine, ca 92617","130 theory,",irvine,ca,92617,usa,,,,,,,,,,,80167.0,,,,,80167.0
qualtrics,20143.0,Institute of Real Estate Management REALTORS Building,,Office,,2018-11-12,10143.0,institute of real estate management realtors building,"430 north michigan avenue, chicago, illinois 60611, usa",430 north michigan avenue,chicago,il,60611,usa,,,,,,,,,,,124621.0,,,,,124621.0
qualtrics,20144.0,IREM,,,,2018-11-12,10144.0,,"430 north michigan avenue, chicago, illinois 60611, usa",430 north michigan avenue,chicago,il,60611,usa,,,,,,,,,,,124621.0,,,,,124621.0
qualtrics,20145.0,Quinn Evans - Kramer Middle School,,K-12,quinn evans,2018-12-06,10145.0,kramer middle school,"880 w. maude ave, sunnyvale, ca 94085",880 w. maude ave,sunnyvale,ca,94085,usa,,,,,,,,,,,183563.0,,,,,183563.0
qualtrics,20146.0,MSU - Gallatin Hall,,Dorm,msu,2018-12-10,10146.0,gallatin hall,"gallatin hall, montana state university, bozeman mt 59717",gallatin hall montana state university,bozeman,mt,59717,usa,,,,,,,,,,,,,,,,
qualtrics,20147.0,MSU - Yellow Stone Hall,,Dorm,msu,2018-12-10,10147.0,yellow stone hall,"200 yellowstone hall, bozeman, mt 59715, usa",200 yellowstone hall,bozeman,mt,59715,usa,,,,,-111.056701,45.6658613,,,,,85000.0,,,,,85000.0
qualtrics,20148.0,VMDO - Bluestone Elementary,,K-12,vmdo,2018-12-10,10148.0,bluestone elementary,"750 garbers church rd, harrisonburg, va 22801, usa",750 garbers church rd,harrisonburg,va,22801,usa,,,,,-78.9056777,38.4460067,,,,,70779.0,,,,,70779.0
qualtrics,20149.0,HGA - San+Francisco,,Office,hga,2018-12-17,10149.0,san+francisco,"222 sutter st floor 5, san francisco, ca 94108",222 sutter st,san francisco,ca,94108,usa,,,,,,,,,,,63864.0,,,,,63864.0
qualtrics,20150.0,Red Car Analytics - Comfy,,Office,red car analytics,2019-01-08,10150.0,comfy,"1504 franklin street, oakland, ca 94612",1504 franklin street,oakland,ca,94612,usa,,,,,,,,,,,77069.0,,,,,77069.0
qualtrics,20151.0,Red Car Analytics - LinkedIn,,Office,red car analytics,2019-01-08,10151.0,linkedin,"1000 w maude ave, sunnyvale, ca 94085, usa",1000 w maude ave,sunnyvale,ca,94085,usa,,,,,-122.0420338,37.392684,,,,,183563.0,,,,,183563.0
qualtrics,20152.0,Best in Class - Kaiser Whittier,,Office,best in class,2019-01-09,10152.0,kaiser whittier,"12470 whittier blvd, whittier, ca 90602, usa",12470 whittier blvd,whittier,ca,90602,usa,,,,,-118.0446689,33.9706187,,,,,67259.0,,,,,67259.0
qualtrics,20153.0,Best in Class - LaCorte Hall,,Office,best in class,2019-01-09,10153.0,lacorte hall,"1000 e victoria st carson, ca 90747",1000 e victoria st,carson,ca,90747,usa,,,,,,,,,,,,,,,,
qualtrics,20154.0,CETEC - Whittlesea,,Office,cetec,2019-01-11,10154.0,whittlesea,"25 ferres boulevard, south morang victoria 3752",25 ferres boulevard,south morang,victoria,,australia,,,,,,,,,,,,,,,,
qualtrics,20155.0,RCA - UCD,,Office,rca,2019-01-28,10155.0,ucd,"463 california ave, davis, ca 95616",463 california ave,davis,ca,95616,usa,,,,,,,,,,,74758.0,,,,,74758.0
qualtrics,20156.0,TRC - Kaiser Pleasanton,,Office,trc,2019-01-28,10156.0,kaiser pleasanton,"7601 stoneridge dr, pleasanton, ca 94588, usa",7601 stoneridge dr,pleasanton,ca,94588,usa,,,,,-121.9269312,37.690755,,,,,186569.0,,,,,186569.0
qualtrics,20157.0,LaunchLabs - Alexandria Center for Life Sciences,,Lab,launchlabs,2019-02-11,10157.0,alexandria center for life sciences,"430 e 29th st, new york, ny 10016, usa",430 e 29th st,new york,ny,10016,usa,,,,,-73.9733445,40.7398186,,,,,153065.0,,,,,153065.0
qualtrics,20158.0,LiLa - Santa Ana City Hall,,Office,lila,2019-02-19,10158.0,santa ana city hall,"20 civic center plaza, santa ana, ca 92701, usa",20 civic center plaza,santa ana,ca,92701,usa,,,,,-117.8732101,33.7498844,,,,,68697.0,,,,,68697.0
qualtrics,20159.0,Cookfox,,Office,,2019-02-22,10159.0,cookfox,"250 w 57th st 17th floor, new york, ny 10107, usa",250 w 57th st 17th floor,new york,ny,10107,usa,,,,,-73.9824372,40.7662769,,,,,,,,,,
qualtrics,20160.0,RCA - DPR,,Office,rca,2019-02-22,10160.0,dpr,"945 front st, san francisco, ca 94111, usa",945 front st,san francisco,ca,94111,usa,,,,,-122.4003231,37.8001719,,,,,131343.0,,,,,131343.0
qualtrics,20161.0,Best in Class - Welch,,Office,best in class,2019-03-05,10161.0,welch,,,,,,,,,,,,,,,,,,,,,,
qualtrics,20162.0,Best in Class - CCC SAB,,Office,best in class,2019-04-01,10162.0,ccc sab,"2600 mission bell drive san pablo, ca 94806",2600 mission bell drive,san pablo,ca,94806,usa,,,,,,,,,,,82818.0,,,,,82818.0
qualtrics,20163.0,ARUP - SF,,Office,arup,2019-04-11,10163.0,sf office,"100 california st, san francisco, ca 94111, usa",100 california st,san francisco,ca,94111,usa,,,,,-122.3979683,37.7942478,,,,,131343.0,,,,,131343.0
qualtrics,20164.0,VMDO - Fleet ES,,K-12,vmdo,2019-05-07,10164.0,fleet es,"115 s old glebe rd, arlington, va 22204, usa",115 s old glebe rd,arlington,va,22204,usa,,,,,-77.0979407,38.8702001,,,,,109277.0,,,,,109277.0
qualtrics,20165.0,Symantec - Buildings B & C Floors 2 & 3,,Office,symantec,2019-06-25,10165.0,buildings b & c floors 2 & 3,"350 ellis street, mountain view, ca 94043",350 ellis street,mountain view,ca,94043,usa,,,,,,,,,,,180781.0,,,,,180781.0
qualtrics,20166.0,EHDD - Coastal Biology,,Lab,ehdd,2019-06-26,10166.0,coastal biology,"130 mcallister way, santa cruz, ca 95060, usa",130 mcallister way,santa cruz,ca,95060,usa,,,,,-122.0649236,36.9530384,,,,,106040.0,,,,,106040.0
qualtrics,20167.0,Quinn Evans - Baltimore Office,,Office,quinn evans,2019-08-01,10167.0,baltimore office,"11 s charles st, baltimore, md 21201, usa",11 s charles st,baltimore,md,21201,usa,,,,,-76.614763,39.288939,,,,,44722.0,,,,,44722.0
qualtrics,20168.0,SRG - Knight Cancer Research Center,,Lab,srg,2019-08-01,10168.0,knight cancer research center,"3181 sw sam jackson park road, portland, or 97239",3181 sw sam jackson park road,beaverton,or,97239,usa,,,,,,,,,,,108795.0,,,,,108795.0
qualtrics,20169.0,SERA - Portland Office,,Office,sera,2019-08-14,10169.0,portland office,"338 nw 5th ave portland, oregon",338 nw 5th ave,portland,or,97209,usa,,,,,,,,,,,84059.0,,,,,84059.0
qualtrics,20170.0,Best in Class - Kaiser Vallejo Post BIC,,Office,cleveland clinic,2019-09-06,10170.0,kaiser vallejo post bic,"975 sereno dr, vallejo, ca 94589, usa",975 sereno dr,vallejo,ca,94589,usa,,,,,-122.2484432,38.12767,,,,,91313.0,,,,,91313.0
qualtrics,20171.0,RCA - ArnoldDr,,Office,best in class,2019-09-17,10171.0,arnolddr,"757 arnold drive suite a, martinez, ca 94553",757 arnold drive suite a,martinez,ca,94553,usa,,,,,,,,,,,121023.0,,,,,121023.0
qualtrics,20172.0,CETEC - Mastercard,,Office,rca,2019-10-01,10172.0,mastercard,"2/27 normanby rd, notting hill, victoria, australia 3168",2/27 normanby rd,notting hill,victoria,,australia,,,,,,,,,,,,,,,,
qualtrics,20173.0,SmithGroup - SF Office Post Agile,,Office,cetec,2019-10-29,10173.0,sf office post agile,"345 spear st, san francisco, ca 94105, usa",345 spear st,san francisco,ca,94105,usa,,,,,-122.3901086,37.789682,,,,,239781.0,,,,,239781.0
qualtrics,20174.0,EHDD - LWHS,,K-12,smithgroup,2019-11-05,10174.0,lwhs,"755 ocean, san francisco, ca 94112, usa",755 ocean,san francisco,ca,94112,usa,,,,,-122.4493067,37.7227989,,,,,130906.0,,,,,130906.0
qualtrics,20175.0,Etihad City Football Academy NY,,Office,cetec,2019-11-26,10175.0,etihad city football academy ny,"600 third avenue, 30th floor, new york, ny 10016",600 third avenue,new york,ny,10016,usa,,,,,,,,,,,153065.0,,,,,153065.0
qualtrics,20176.0,CETEC - Woolworths,,Office,ehdd,2019-12-10,10176.0,woolworths,"451 lower heidelberg rd, heidelberg, victoria 3084",451 lower heidelberg rd,heidelberg,victoria,,australia,,,,,,,,,,,,,,,,
qualtrics,20177.0,LMS - Commonwealth Club of California,,Office,,2019-12-10,10177.0,commonwealth club of claifornia,"110 the embarcadero, san francisco, ca 94105, usa",110 the embarcadero,san francisco,ca,94105,usa,,,,,-122.3925028,37.7933452,,,,,239781.0,,,,,239781.0
qualtrics,20178.0,GSA IFMA 2006 CA4664 5045 E. BUTLER,,Office,cetec,2019-12-31,10178.0,5045 e. butler,"5045 e butler ave, fresno, ca 93727, usa",5045 e butler ave,fresno,ca,93727,usa,,,,,-119.7246033,36.7304022,,,,,82247.0,,,,,82247.0
qualtrics,20179.0,EHDD - Valparaiso Library-Christopher Center,,Office,lms,2019-12-31,10179.0,ehdd- valparaiso library-christopher center,"arts and sciences building, 1410 chapel dr, valparaiso, in 46383, usa","arts and sciences building, 1410 chapel dr",valparaiso,in,46383,usa,,,,,-87.043923,41.4627181,,,,,75575.0,,,,,75575.0
qualtrics,20180.0,HMC - Clearwater Elementary School,,K-12,,2020-01-31,10180.0,,"1640 murrieta rd, perris, ca 92571",1640 murrieta rd,davis,ca,92571,usa,,,,,,,,,,,85746.0,,,,,85746.0
qualtrics,20181.0,Quinn Evans - Monument East,,Residential,,2020-02-03,10181.0,,"633 aisquith st baltimore, md 21202",633 aisquith st baltimore,baltimore,md,21202,usa,,,,,,,,,,,61578.0,,,,,61578.0
qualtrics,20182.0,HMC - Town of Mammoth Lakes Police Department,,Office,,2020-02-12,10182.0,,"175 sierra park road, mammoth lakes, ca 93456",175 sierra park road,mammoth lakes,ca,93456,usa,,,,,,,,,,,,,,,,
qualtrics,20183.0,Colorado Health Foundation,,Office,,2020-02-18,10183.0,,"1780 pennsylvania st denver, co 80203",1780 pennsylvania st denver,seattle,co,80203,usa,,,,,,,,,,,74654.0,,,,,74654.0
qualtrics,20184.0,HMC - Davis High School All-Student Center,,K-12,,2020-02-28,10184.0,,"315 west 14th street, davis ca 95616",315 west 14th street,davis,ca,95616,usa,,,,,,,,,,,74758.0,,,,,74758.0
qualtrics,20185.0,HMC - Las Positas Classroom Building 1000,,Higher Ed,,2020-02-28,10185.0,,"3000 campus hill dr, livermore, ca 94551",3000 campus hill dr,livermore,ca,94551,usa,,,,,,,,,,,130705.0,,,,,130705.0
qualtrics,20186.0,Arup - Seattle,,Office,,2020-03-12,10186.0,,"1191 2nd ave #400, seattle, wa 98101",1191 2nd ave #400,nachang,wa,98101,usa,,,,,,,,,,,128143.0,,,,,128143.0
qualtrics,20187.0,CSU Monterey Bay - Academic III,,Higher Education,,2020-03-16,10187.0,,100 campus center seaside ca 93955,100 campus center seaside ca 93955,denver,ca,93955,usa,,,,,,,,,,,82331.0,,,,,82331.0
qualtrics,20188.0,HMC - CSUMB BIT,,Higher Ed,,2020-03-26,10188.0,,"100 campus center, seaside, ca 93955",100 campus center,seaside,ca,93955,usa,,,,,,,,,,,82331.0,,,,,82331.0
qualtrics,20189.0,VMDO - Elon Rhodes Early Learning Center,True,K-12,,2020-04-13,10189.0,,"474 linda lane, harrisonburg, va 22802",474 linda lane,arlington,va,22802,usa,,,,,,,,,,,62116.0,light switches (special kind),roller shades,thermostats,,62116.0
qualtrics,20190.0,VMDO - Discovery Elementary School,True,K-12,,2020-04-17,10190.0,,"5241 36th st n, arlington, va 22207",5241 36th st n,calgary,va,22207,usa,,,,,,,,,,,237126.0,adjustable furniture,automatic daylight controls,roller shades,thermostats,237126.0
qualtrics,20191.0,EHDD - MCDS Upper Science,,K-12,,2020-04-30,10191.0,,"5221 paradise drive, corte madera, ca 94925",5221 paradise drive,harrisonburg,ca,94925,usa,,,,,,,,,,,220771.0,,,,,220771.0
qualtrics,20192.0,Okland Construction - Salt Lake Office,,Office,,2020-05-12,10192.0,,"1978 s. west temple, salt lake city, utah 84115",1978 s. west temple,corte madera,ut,84115,usa,,,,,,,,,,,61505.0,,,,,61505.0
qualtrics,20193.0,CO Architects - Koman Outpatient Pavilion,,Healthcare,,2020-05-29,10193.0,,"9400 campus point drive, la jolla, ca, 92037",9400 campus point drive,seaside,ca,92307,usa,,,,,,,,,,,74715.0,,,,,74715.0
qualtrics,20194.0,OFS - Corporate Office,,Office,,2020-07-07,10194.0,,"1204 e. 6th st. huntingburg, indiana 47542",1204 e. 6th st. huntingburg,salt lake city,in,47542,usa,,,,,,,,,,,74205.0,,,,,74205.0
qualtrics,20195.0,JLG - Gorecki Alumni Center,,Office,,2020-07-13,10195.0,,3501 university ave grand forks,3501 university ave grand forks,grand forks,nd,58202,usa,,,,,,,,,,,29464.0,,,,,29464.0
qualtrics,20196.0,JLG - Grand Forks Biophilia,,Office,,2020-07-13,10196.0,,124 n 3rd st. #300 grand forks,124 n 3rd st. #300 grand forks,grand forks,nd,58203,usa,,,,,,,,,,,57905.0,,,,,57905.0
qualtrics,20197.0,JLG - Grand Forks,,Office,,2020-07-13,10197.0,,124 n 3rd st. #300,124 n 3rd st. #300,toronto,nd,58203,usa,,,,,,,,,,,57905.0,,,,,57905.0
qualtrics,20198.0,CEC Nanchang Headquarter,,Office,,2020-07-29,10198.0,,"7199 changdong road, nanchang, jiangxi province, china",7199 changdong road,perries,china,,china,,,,,,,,,,,,,,,,
qualtrics,20199.0,CBRE - Guangzhou Office,,Office,,2020-07-31,10199.0,,"suite 804, r&f centre",suite 804,,,,china,,,,,,,,,,,,,,,,
qualtrics,20200.0,Wellspring Calgary - Randy O'Dell House,,Office,,2020-08-13,10200.0,,"3910 seton dr se, calgary, alberta, t3m 2n9",3910 seton dr se,la jolla,,,canada,,,,,,,,,,,,,,,,
qualtrics,20201.0,DivcoWest - 222 Jacobs Street,,Office,,2020-08-31,10201.0,,"10 huaxia road, pearl river new city, tianhe district",10 huaxia road,,,,,,,,,,,,,,,,,,,,
qualtrics,20202.0,Korea University - College of Engineering Building,,Higher Ed,,2020-10-31,10202.0,,guangzhou,guangzhou,,,,south-korea,,,,,,,,,,,,,,,,
qualtrics,20203.0,SF Office of the Chief Medical Examiner,,Office,,2020-12-31,10203.0,,"417 montgomery street, suite 200 sf ca",417 montgomery street,san francisco,ca,,usa,,,,,,,,,,,,,,,,
qualtrics,20204.0,Mott MacDonald - Ritterman,,Higher Ed,,2020-12-31,10204.0,,45 greyhound hill london nw4 4bt uk,45 greyhound hill london nw4 4bt uk,london,uk,,usa,,,,,,,,,,,,,,,,
qualtrics,20205.0,VMDO - Marshall Wythe School,,Higher Ed,,2020-12-31,10205.0,,613 s henry st williamsburg va 23185,613 s henry st williamsburg va 23185,williamsburg,va,23185,usa,,,,,,,,,,,103507.0,,,,,103507.0
qualtrics,20206.0,[RMW] Bank of Italy - WeWork,,Office,,2020-12-31,10206.0,,"12 south first street, san jose, ca 95113",12 south first street,san jose,ca,95113,usa,,,,,,,,,,,140938.0,,,,,140938.0
qualtrics,20207.0,Dow Colombia_Bogota Office,,Office,,2020-12-31,10207.0,,calle 127a #54a-45 tower 3 office 701 bogota cudinamarca,calle 127a #54a-45 tower 3 office 701 bogota cudinamarca,bogota,,,col,,,,,,,,,,,,,,,,
qualtrics,20208.0,POST Retrofit_Contra Costa College_Best in Class,,,,2021-01-11,10208.0,,,,,,,usa,,,,,,,,,,,,,,,,
qualtrics,20209.0,Mackinac Technology - Fairchild Hall,,Higher Ed,,2021-01-29,10209.0,,2345 fairchild drive co 80840,2345 fairchild drive co 80840,,co,80840,usa,,,,,,,,,,,93889.0,,,,,93889.0
qualtrics,20210.0,Integral Group - Berkeley Mental Health Center,,Healthcare,,2021-03-05,10210.0,,"2640 martin luther king jr. way, berkeley, ca 94704",2640 martin luther king jr. way,berkeley,ca,94709,usa,,,,,,,,,,,95223.0,,,,,95223.0
qualtrics,20211.0,Red Car Analytics - 1801 J Street Sacramento,,Office,,2021-03-31,10211.0,,"1801 j street, sacramento, ca 95811",1801 j street,sacramento,ca,95811,usa,,,,,,,,,,,77760.0,,,,,77760.0
qualtrics,20212.0,Charter Hall - Wesley Place,,Office,,2021-05-04,10212.0,,"level 1, 130 lonsdale street melbourne vic 3000 aus",level 1,melbourne,vic,,australia,,,,,,,,,,,,,,,,
qualtrics,20213.0,ARM France - Sophia Hub,,Office,,2021-05-19,10213.0,,"732 avenue roumanille, 06410, france",732 avenue roumanille,roumanille,,,france,,,,,,,,,,,,,,,,
qualtrics,20214.0,Marin County - Department of Public Works,,Office,,2021-06-13,10214.0,,,,,,,usa,,,,,,,,,,,,,,,,
qualtrics,20215.0,CETEC - Woolworths Fishermans Bend,,Office,,2021-06-30,10215.0,,"2/27 normanby rd, notting hill, vic, 3168, australia",2/27 normanby rd,notting hill,vic,,australia,,,,,,,,,,,,,,,,
qualtrics,20216.0,RCA - 757 Arnold Drive Suite A 2021,,Office,,2021-09-14,10216.0,,"757 arnold dr, martinez, ca 94553",757 arnold dr,martinez,ca,94553,usa,,,,,,,,,,,121023.0,,,,,121023.0
qualtrics,20217.0,JLG - LaCrosse Patient Care Clinic,,Healthcare,,2021-09-21,10217.0,,"725 north lacrosse street, rapid city, sd 57701",725 north lacrosse street,rapid city,sd,57701,usa,,,,,,,,,,,52733.0,,,,,52733.0
qualtrics,20218.0,Korea Institute of Civil Engineering and Building Technology,,Office,,2021-10-29,10218.0,,"headquarter, 283 goyang-daero, daehwa-dong, ilsanseo-gu, goyang-si, gyeonggi-do, south korea.",headquarter,,,,south-korea,,,,,,,,,,,,,,,,
qualtrics,20219.0,CallisonRTKL - Vassar,,Healthcare,,2021-10-30,10219.0,,"45 reade pl, poughkeepsie, ny 12601",45 reade pl,poughkeepsie,ny,12601,usa,,,,,,,,,,,64769.0,,,,,64769.0
qualtrics,20220.0,JLG - Frogtown Community Center,,Office,,2021-10-31,10220.0,,"230 como ave, st. paul, mn 55103",230 como ave,st paul,mn,55103,usa,,,,,,,,,,,47872.0,,,,,47872.0
qualtrics,20221.0,USGBC - Headquarters Office,,Office,,2021-11-01,10221.0,,"2101 l street, nw, suite 600, washington, dc 20037",2101 l street,washington,dc,20037,usa,,,,,,,,,,,98917.0,,,,,98917.0
qualtrics,20222.0,Hongkong Land - Head Office,,Office,,2021-11-08,10222.0,,,,,,,hongkong,,,,,,,,,,,,,,,,
qualtrics,20223.0,RCA - Kunde Hall,,Office,,2021-12-23,10223.0,,"525 elliott ave., santa rosa, ca 95401",525 elliott ave.,santa rose,ca,95401,usa,,,,,,,,,,,93513.0,,,,,93513.0
qualtrics,20224.0,Cleveland Clinic Functional Medicine Suite (Q Building) 2021,,,,2021-12-31,10224.0,,,,,,,usa,,,,,,,,,,,,,,,,
qualtrics,20225.0,JLL - Atlanta,,Office,,2022-01-17,10225.0,,"3344 peachtree rd ne suite 1200, atlanta, ga 30326",3344 peachtree rd ne suite 1200,atlanta,ga,30326,usa,,,,,,,,,,,113611.0,,,,,113611.0
qualtrics,20226.0,Pelican Credit State Union - North Building,,Office,,2022-01-31,10226.0,,"2675 o'neal lane, baton rouge, la 70816",2675 o'neal lane,baton rouge,la,70816,usa,,,,,,,,,,,65894.0,,,,,65894.0
,,JLG - Heart of America Rugby Hospital,,,,2022-02-01,,,,,,,,usa,,,,,,,,,,,,,,,,
qualtrics,20227.0,2050 Partners - 201 N. Palm Canyon Drive,,,,2022-02-15,10227.0,,,,,,,,,,,,,,,,,,,,,,,
qualtrics,20228.0,OFS - Corporate Office 2022,,Office,,2022-03-01,10228.0,,"1204 e. 6th st, huntingburg, in 47542",1204 e. 6th st,huntingburg,in,47542,usa,,,,,,,,,,,74205.0,,,,,74205.0
qualtrics,20229.0,Atelier Ten - Northwestern University Simpson and Querrey Biomedical Research Center,,Laboratory,,2022-04-26,10229.0,,"303 e. superior st. chicago, il 60611",303 e. superior st. chicago,chicago,il,60611,usa,,,,,,,,,,,124621.0,,,,,124621.0
