system,survey_id,survey_name,data-available,survey_type,survey_org,survey_endDate,building_id,building_name,building_address,building_street,building_city,building_state,building_zip,building_country,Sq. Ft. ,school type,locale,Title 1 (Y/N),building_lon,building_lat,building_constructed,building_renovated,building_leed,building_leed-version,median income,bldg-feat-1,bldg-feat-2,bldg-feat-3,bldg-feat-4
qualtrics,20046,EPIC - City of North Vancouver Library,,Office,epic,2016-09-20,10046,city of north vancouver library,"120 14th st w, north vancouver, bc v7m 1n9, canada",120 14th st w,north vancouver,bc,v7m,canada,,,,,-123.0736892,49.3212244,,,,,,,,,
qualtrics,20047,EPIC - Exploratorium San Francisco,,Office,epic,2016-09-27,10047,exploratorium san francisco,"pier 15, the embarcadero, san francisco, ca 94111, usa","pier 15, the embarcadero",san francisco,ca,94111,usa,,,,,-122.3973236,37.8016319,,,,,131343,,,,
qualtrics,20048,EPIC - Angelos Law Center,,Office,epic,2016-09-28,10048,angelos law center,"1401 n charles st, baltimore, md 21201, usa",1401 n charles st,baltimore,md,21201,usa,,,,,-76.6160278,39.3057365,,,,,44722,,,,
qualtrics,20049,EPIC - Aztec Student Union,,Office,epic,2016-09-28,10049,aztec student union,"6075 aztec cir dr, san diego, ca 92182, usa",6075 aztec cir dr,san diego,ca,92182,usa,,,,,-117.0696798,32.7737993,,,,,,,,,
qualtrics,20050,EPIC - Earth Rangers Wildlife Center,,Office,epic,2016-09-28,10050,earth rangers wildlife center,"9520 pine valley dr, woodbridge, on l4h 4z2, canada",9520 pine valley dr,woodbridge,on,l4h,canada,,,,,-79.58848,43.8273587,,,,,,,,,
qualtrics,20051,EPIC - Port of Portland,,Office,epic,2016-09-28,10051,port of portland,"7201 n marine dr, portland, or 97203, usa",7201 n marine dr,portland,or,97203,usa,,,,,-122.7514897,45.6422482,,,,,77619,,,,
qualtrics,20052,EHDD - San Mateo Public Library,,Office,ehdd,2016-10-11,10052,san mateo public library,"1530 susan ct, san mateo, ca 94403, usa",1530 susan ct,san mateo,ca,94403,usa,,,,,-122.2930784,37.5564111,,,,,179825,,,,
qualtrics,20053,LPA - Ernest McBride Sr HS,,K-12,lpa,2016-10-11,10053,ernest mcbride sr hs,"7025 parkcrest st, long beach, ca 90808, usa",7025 parkcrest st,long beach,ca,90808,usa,,,,,-118.0965122,33.8302867,,,,,131959,,,,
qualtrics,20054,EPIC - Bibliothaque de Varennes,,Office,epic,2016-10-17,10054,bibliothaque de varennes,"2221 boulevard rené-gaultier, varennes, qc j3x 1e3, canada",2221 boulevard rené-gaultier,varennes,qc,j3x,canada,,,,,-73.4349818,45.6822655,,,,,,,,,
qualtrics,20055,EPIC - Electronic Arts Inc Phase 2 Studio,,Office,epic,2016-10-17,10055,electronic arts inc phase 2 studio,,,,,,,,,,,,,,,,,,,,,
qualtrics,20056,EPIC - Warren J Baker Center for Science and Mathematics,,Office,epic,2016-10-17,10056,warren j baker center for science and mathematics,,,,ca,,usa,,,,,,,,,,,,,,,
qualtrics,20057,CBERD - Development2020,,Office,cberd,2016-10-18,10057,development2020,,,,,,india,,,,,,,,,,,,,,,
qualtrics,20058,EPIC - Electronic Arts INC Phase 3 The Capture Lab,,Office,epic,2016-10-20,10058,electronic arts inc phase 3 the capture lab,,,,,,canada,,,,,,,,,,,,,,,
qualtrics,20059,EPIC - Delta Headquarters,,Office,epic,2016-10-22,10059,delta headquarters,"1030 delta blvd, atlanta, ga 30354, usa",1030 delta blvd,atlanta,ga,30354,usa,,,,,-84.4237976,33.6564826,,,,,53932,,,,
qualtrics,20060,EPIC - Lane Community College,,Office,epic,2016-10-25,10060,lane community college,"4000 e 30th ave, eugene, or 97405, usa",4000 e 30th ave,eugene,or,97405,usa,,,,,-123.0365018,44.0088358,,,,,93136,,,,
qualtrics,20061,LPA - 60 South Market Street (San Jose),,Office,lpa,2016-11-03,10061,60 south market street (san jose),"60 s market st, san jose, ca 95113, usa",60 s market st,san jose,ca,95113,usa,,,,,-121.8910361,37.334633,,,,,140938,,,,
qualtrics,20062,Colorado Health Foundation,,Office,,2016-11-04,10062,colorado health foundation,"1780 pennsylvania st, denver, co 80203, usa",1780 pennsylvania st,denver,co,80203,usa,,,,,-104.980748,39.744515,,,,,74654,,,,
qualtrics,20063,EPIC - Bullitt Building,,Office,epic,2016-11-15,10063,bullitt building,"bullitt center, 1501 e madison st, seattle, wa 98122, usa","bullitt center, 1501 e madison st",seattle,wa,98122,usa,,,,,-122.3123836,47.6144372,,,,,106479,,,,
qualtrics,20064,EPIC - Colorado State University Powerhouse Energy Campus,,Office,epic,2016-11-15,10064,colorado state university powerhouse energy campus,"430 n college ave, fort collins, co 80524, usa",430 n college ave,fort collins,co,80524,usa,,,,,-105.0757675,40.5942301,,,,,84440,,,,
qualtrics,20065,EPIC - Reliable Controls Headquarters,,Office,epic,2016-11-15,10065,reliable controls headquarters,"120 hallowell rd, victoria, bc v9a 7k2, canada",120 hallowell rd,victoria,bc,v9a,canada,,,,,-123.428934,48.4468479,,,,,,,,,
qualtrics,20066,United World College East Asia Dover,,Office,,2016-11-17,10066,united world college east asia dover,"1207 dover rd, singapore 139654",1207 dover rd,,singapore,139654,singapore,,,,,103.7772833,1.3025906,,,,,,,,,
qualtrics,20067,EPIC - Leigh Square Community Arts Village Gathering Place,,Office,epic,2016-11-18,10067,leigh square community arts village gathering place,"2253 leigh square, port coquitlam, bc v3c 3b8, canada",2253 leigh square,port coquitlam,bc,v3c,canada,,,,,-122.7800635,49.2622417,,,,,,,,,
qualtrics,20068,EPIC - Lovejoy,,Office,epic,2016-11-18,10068,lovejoy,,,,,,,,,,,,,,,,,,,,,
qualtrics,20069,EPIC - Leigh Square Community Arts Village Outlet,,Office,epic,2016-11-23,10069,leigh square community arts village outlet,"2253 leigh square, port coquitlam, bc v3c 3b8, canada",2253 leigh square,port coquitlam,bc,v3c,canada,,,,,-122.7800635,49.2622417,,,,,,,,,
qualtrics,20070,EPIC - Tinkham Veale University Center,,Office,epic,2016-11-23,10070,tinkham veale university center,"11038 bellflower rd, cleveland, oh 44106, usa",11038 bellflower rd,cleveland,oh,44106,usa,,,,,-81.6086611,41.5083611,,,,,42869,,,,
qualtrics,20071,Ball State University,,Higher Ed,,2016-11-28,10071,ball state university,"2000 w university ave, muncie, in 47306, usa",2000 w university ave,muncie,in,47306,usa,,,,,-85.4062846,40.2049604,,,,,,,,,
qualtrics,20072,Symantec - Mountain View,,Office,symantec,2016-11-28,10072,mountain view,"350 ellis street, mountain view, ca 94043",350 ellis street,mountain view,ca,94043,usa,,,,,,,,,,,180781,,,,
qualtrics,20073,EPIC - Manitoba Hydro,,Office,epic,2016-12-07,10073,manitoba hydro,,,,,,canada,,,,,,,,,,,,,,,
qualtrics,20074,EPIC - 1315 Peachtree St,,Office,epic,2016-12-12,10074,1315 peachtree st,"1315 peachtree st ne, atlanta, ga 30309, usa",1315 peachtree st ne,atlanta,ga,30309,usa,,,,,-84.3847968,33.7906722,,,,,111894,,,,
qualtrics,20075,Humber College,,Office,,2016-12-12,10075,humber college,"205 humber college blvd, etobicoke, on m9w 5l7, canada",205 humber college blvd,etobicoke,on,m9w,canada,,,,,-79.6073925,43.7289471,,,,,,,,,
qualtrics,20076,560 Mission St - JP Morgan Chase tower,,Office,0,2016-12-13,10076,jp morgan chase tower,"560-584 mission st, san francisco, ca 94105",560-584 mission st,san francisco,ca,94105,usa,,,,,,,,,,,239781,,,,
qualtrics,20077,Lake Nona Town Center,,Office,,2016-12-19,10077,lake nona town center,"lake nona town center, orlando, fl 32827, usa",lake nona town center,orlando,fl,32827,usa,,,,,,,,,,,112026,,,,
qualtrics,20078,EPIC - Lee Hall College of Architecture Arts and Humanities,,Office,epic,2017-01-19,10078,lee hall college of architecture arts and humanities,"110 daniel dr, clemson, sc 29631, usa",110 daniel dr,clemson,sc,29631,usa,,,,,,,,,,,50217,,,,
qualtrics,20079,Integral Group - Oakland Office,,Office,integral group,2017-02-15,10079,oakland office,"1675 7th st rm 236, oakland, ca 94615, usa",1675 7th st rm 236,oakland,ca,94615,usa,,,,,-122.3006665,37.8053298,,,,,,,,,
qualtrics,20080,RMI Innovation Center,,Office,,2017-02-21,10080,rmi innovation center,"22830 2 rivers rd, basalt, co 81621, usa",22830 2 rivers rd,basalt,co,81621,usa,,,,,-107.0370431,39.3688438,,,,,103721,,,,
qualtrics,20081,CBERD - TMS English,,Office,cberd tms,2017-02-25,10081,english,"17, kg marg, atul grove road, janpath, connaught place, new delhi, delhi 110001, india",17,,,,india,,,,,77.2221703,28.6274227,,,,,,,,,
qualtrics,20082,Integral Group - EBMUD Administration Building,,Office,integral group,2017-03-09,10082,ebmud administration building,"375 11th st, oakland, ca 94607, usa",375 11th st,oakland,ca,94607,usa,,,,,-122.2708183,37.8013825,,,,,87937,,,,
qualtrics,20083,EPIC - SMUD East Campus Operations Center (2017),,Office,epic,2017-03-14,10083,smud east campus operations center (2017),"6301 s st, sacramento, ca 95817, usa",6301 s st,sacramento,ca,95817,usa,,,,,,,,,,,64621,,,,
qualtrics,20084,LPA - Montgomery Middle School,,K-12,lpa,2017-03-14,10084,montgomery middle school,"1051 picador blvd, san diego, ca 92154, usa",1051 picador blvd,san diego,ca,92154,usa,,,,,-117.0561465,32.5769273,,,,,90035,,,,
qualtrics,20085,EPIC - Thompson Rivers University House of Learning Library Commons,,Office,epic,2017-03-17,10085,thompson rivers university house of learning library commons,"805 tru way, kamloops, bc v2c 0c8, canada",805 tru way,kamloops,bc,,canada,,,,,,,,,,,,,,,
qualtrics,20086,Rose Bowl Building,,HigherEd,,2017-04-21,10086,rose bowl building,"1001 rose bowl dr, pasadena, ca 91103, usa",1001 rose bowl dr,pasadena,ca,91103,usa,,,,,-118.1676462,34.1613284,,,,,84683,,,,
qualtrics,20087,CBRE Toronto West Office,,Office,,2017-04-25,10087,cbre toronto west office,"145 king st w suite 1100, toronto, on m5h 1j8, canada",145 king st w suite 1100,toronto,on,m5h,canada,,,,,-79.3839517,43.6474734,,,,,,,,,
qualtrics,20088,Mt Stromlo High School,,K-12,,2017-04-30,10088,mt stromlo high school,"220 badimara st, waramanga act 2611, australia",220 badimara st,waramanga,2611,,australia,,,,,149.053831,-35.354881,,,,,,,,,
qualtrics,20089,LPA - Old Town Newhall Library,,Office,lpa,2017-05-09,10089,old town newhall library,"24500 main st, santa clarita, ca 91321, usa",24500 main st,santa clarita,ca,91321,usa,,,,,-118.5301927,34.3816793,,,,,93281,,,,
qualtrics,20090,UC Davis - International Center,,HigherEd,uc davis,2017-05-22,10090,international center,"g302 c student center, irvine, ca 92697, usa",g302 c student center,irvine,ca,92697,usa,,,,,-117.8427363,33.6488651,,,,,,,,,
qualtrics,20091,UC Davis - Manetti Shrem Museum of Art,,Office,uc davis,2017-06-20,10091,manetti shrem museum of art,"254 old davis rd, davis, ca 95616, usa",254 old davis rd,davis,ca,95616,usa,,,,,-121.747863,38.533538,,,,,74758,,,,
qualtrics,20092,Victorian - Comprehensive Cancer Centre,,Healthcare,victorian,2017-06-20,10092,comprehensive cancer centre,"level 10/305 grattan st, melbourne vic 3000, australia",level 10/305 grattan st,melbourne,3000,,australia,,,,,144.9567739,-37.7997934,,,,,,,,,
qualtrics,20093,LPA - Joeris General Contractors HQ,,Office,lpa,2017-07-11,10093,joeris general contractors hq,"823 arion pkwy, san antonio, tx 78216, usa",823 arion pkwy,san antonio,tx,78216,usa,,,,,-98.4816408,29.5509276,,,,,55488,,,,
qualtrics,20094,Superior Court of California County of Santa Clara,,Office,,2017-07-28,10094,superior court of california county of santa clara,"191 n 1st st, san jose, ca 95113, usa",191 n 1st st,san jose,ca,95113,usa,,,,,-121.8927701,37.3383598,,,,,140938,,,,
qualtrics,20095,Cleveland Clinic Functional Medicine Suite (Q Building),,Healthcare,,2017-07-31,10095,cleveland clinic functional medicine suite (q building),"2050 east 96th street cleveland , oh 44195",2050 east 96th street,cleveland,oh,44195,usa,,,,,,,,,,,,,,,
qualtrics,20096,CBRE - 145 King Street,,Office,cbre,2017-08-04,10096,145 king street,"145 king st w, toronto, on m5h 1j8, canada",145 king st w,toronto,on,m5h,canada,,,,,-79.3839517,43.6474734,,,,,,,,,
qualtrics,20097,CBRE - 2005 Sheppard Avenue,,Office,cbre,2017-08-04,10097,2005 sheppard avenue,"2005 sheppard ave e, north york, on m2j 5b4, canada",2005 sheppard ave e,north york,on,m2j,canada,,,,,-79.3383705,43.7742722,,,,,,,,,
qualtrics,20098,CBRE - 5935 Airport Road,,Office,cbre,2017-08-04,10098,5935 airport road,"5935 airport rd, mississauga, on l4v 1w5, canada",5935 airport rd,mississauga,on,l4v,canada,,,,,-79.6104661,43.687872,,,,,,,,,
qualtrics,20099,Colorado Health Foundation 2,,Office,,2017-08-10,10099,colorado health foundation 2,"1780 pennsylvania st, denver, co 80203, usa",1780 pennsylvania st,denver,co,80203,usa,,,,,-104.980748,39.744515,,,,,74654,,,,
qualtrics,20100,CETEC - Council House 2,,Office,cetec,2017-08-22,10100,council house 2,"218-240 little collins st, melbourne vic 3000, australia",218-240 little collins st,melbourne,3000,,australia,,,,,144.966662,-37.814259,,,,,,,,,
qualtrics,20101,Legacy Community Health,,Office,,2017-08-28,10101,legacy community health,,,,,,usa,,,,,,,,,,,,,,,
qualtrics,20102,LAPD Metropolitan Division Facility,,Office,,2017-09-06,10102,lapd metropolitan division facility,"180 n los angeles st, los angeles, ca 90012, usa",180 n los angeles st,los angeles,ca,90012,usa,,,,,-118.240705,34.0526105,,,,,67635,,,,
qualtrics,20103,LPA - Malibu Library,,Office,lpa,2017-09-13,10103,malibu library,,,,,,usa,,,,,,,,,,,,,,,
qualtrics,20104,Shimizu Corporation,,Office,,2017-10-05,10104,shimizu corporation,"2-chōme-16-1 kyōbashi, chuo city, tōkyō-to 104-0031, japan",2-chōme-16-1 kyōbashi,,,,japan,,,,,139.773131,35.676558,,,,,,,,,
qualtrics,20105,Intuit - Marine Way Building,,Office,intuit,2017-10-10,10105,marine way building,"2600 marine way, mountain view, ca 94043, usa",2600 marine way,mountain view,ca,94043,usa,,,,,-122.097623,37.4283625,,,,,180781,,,,
qualtrics,20106,Integral Group - Kaiser Permanente,,Office,integral group,2017-10-11,10106,kaiser permanente,"4867 sunset blvd, los angeles, ca 90027, usa",4867 sunset blvd,los angeles,ca,90027,usa,,,,,-118.293899,34.0984583,,,,,90532,,,,
qualtrics,20107,Los Angeles Harbor College Science Complex,,HigherEd,,2017-10-13,10107,los angeles harbor college science complex,"1111 figueroa pl, wilmington, ca 90744, usa",1111 figueroa pl,wilmington,ca,90744,usa,,,,,-118.2840218,33.7841338,,,,,61440,,,,
qualtrics,20108,Davis Vet Med Student Administration Center and Scrubs Dining,,Office,,2017-10-20,10108,davis vet med student administration center and scrubs dining,"944 garrod dr, davis, ca 95616, usa",944 garrod dr,davis,ca,95616,usa,,,,,-121.7616898,38.5320852,,,,,74758,,,,
qualtrics,20109,Dubai Holding HQ,,Office,,2017-10-28,10109,dubai holding hq,,,dubai,,,uae,,,,,,,,,,,,,,,
qualtrics,20110,HCC - Atlanta,,Office,hcc,2017-12-01,10110,atlanta,,,,,,usa,,,,,,,,,,,,,,,
qualtrics,20111,Ambient Energy Inc,,Office,,2017-12-03,10111,ambient energy inc,,,,,,usa,,,,,,,,,,,,,,,
qualtrics,20112,COOKFOX Office,,Office,,2017-12-12,10112,cookfox office,"250 w 57th st 17th floor, new york, ny 10107, usa",250 w 57th st 17th floor,new york,ny,10107,usa,,,,,-73.9824372,40.7662769,,,,,,,,,
qualtrics,20113,201 Bishopsgate,,Office,,2017-12-14,10113,201 bishopsgate,"201 bishopsgate, spitalfields, london ec2m 3af, uk",201 bishopsgate,spitalfields,london,ec2m,uk,,,,,-0.0792903,51.520994,,,,,,,,,
qualtrics,20114,730 3rd Avenue,,Office,,2017-12-14,10114,730 3rd avenue,"730 3rd ave, new york, ny 10017, usa",730 3rd ave,new york,ny,10017,usa,,,,,-73.9731835,40.7531278,,,,,132518,,,,
qualtrics,20115,ARUP - Newport Beach City Hall,,Office,arup,2018-01-20,10115,newport beach city hall,,,,,,usa,,,,,,,,,,,,,,,
qualtrics,20116,The Gas Company Tower,,Office,,2018-01-22,10116,the gas company tower,"the gas company tower, los angeles, ca 90013, usa",the gas company tower,los angeles,ca,90013,usa,,,,,-118.2531648,34.0500954,,,,,32848,,,,
qualtrics,20117,7 Millbank,,Office,,2018-02-09,10117,7 millbank,"7 millbank, westminster, london sw1p 3ja, uk",7 millbank,westminster,london,sw1p,uk,,,,,-0.1262858,51.4966824,,,,,,,,,
qualtrics,20118,Kevin and Connie Chou Hall Haas School of Business UC Berkeley,,HigherEd,,2018-03-13,10118,kevin and connie chou hall haas school of business uc berkeley,"2220 piedmont ave, berkeley, ca 94720",2220 piedmont ave,berkeley,ca,94720,usa,,,,,,,,,,,,,,,
qualtrics,20119,UC Davis - Rifle Range Code Readiness 2018,,Office,uc davis,2018-03-13,10119,rifle range code readiness 2018,"420 crocker lane, davis, california, 95616",420 crocker lane,davis,ca,95616,usa,,,,,,,,,,,74758,,,,
qualtrics,20120,Quinn Evans - McKinley Middle School,,K-12,quinn evans,2018-03-20,10120,mckinley middle school,"151 t st ne, washington, dc 20002, usa",151 t st ne,washington,dc,20002,usa,,,,,-77.004889,38.9145641,,,,,114482,,,,
qualtrics,20121,Center for Landscape Architecture,,Office,,2018-03-27,10121,center for landscape architecture,"636 i st nw, washington, dc 20001, usa",636 i st nw,washington,dc,20001,usa,,,,,-77.0214734,38.9006286,,,,,138730,,,,
qualtrics,20122,SmithGroup - DC Office,,Office,smithgroup,2018-04-03,10122,dc office,"1700 new york ave, washington dc 20006",1700 new york ave,washington,dc,20006,usa,,,,,,,,,,,36019,,,,
qualtrics,20123,SmithGroup - Detroit Office,,Office,smithgroup,2018-04-03,10123,detroit office,"500 griswold st. suite 1700, detroit, mi 48226",500 griswold st. suite 1700,detroit,mi,48226,usa,,,,,,,,,,,69813,,,,
qualtrics,20124,SmithGroup - San Francisco Office,,Office,smithgroup,2018-04-03,10124,san francisco office,"345 spear st, san francisco, ca 94105, usa",345 spear st,san francisco,ca,94105,usa,,,,,-122.3901086,37.789682,,,,,239781,,,,
qualtrics,20125,Texas A&M College of Veterinary Medicine Biomedical Sciences,,HigherEd,,2018-04-11,10125,texas a&m college of veterinary medicine biomedical sciences,"800 george bush dr, college station, tx 77840, usa",800 george bush dr,college station,tx,77840,usa,,,,,-96.3337124,30.6090918,,,,,31278,,,,
qualtrics,20126,KSAT Headquarters,,Office,,2018-04-16,10126,ksat headquarters,"1408 n st mary's st, san antonio, tx 78215, usa",1408 n st mary's st,san antonio,tx,78215,usa,,,,,-98.4841275,29.4369522,,,,,82128,,,,
qualtrics,20127,UC Davis - Memorial Union,,HigherEd,uc davis,2018-04-25,10127,memorial union,"250 west quad, davis, ca 95618",250 west quad,davis,ca,95618,usa,,,,,,,,,,,112454,,,,
qualtrics,20128,Trane Engineering Technology Center Building 12,,Office,,2018-05-12,10128,trane engineering technology center building 12,"890 service st, san jose, ca 95112, usa",890 service st,san jose,ca,95112,usa,,,,,-121.8902778,37.3688889,,,,,89649,,,,
qualtrics,20129,Bateson Building,,Office,,2018-05-14,10129,bateson building,"1600 9th street, sacramento, ca 95814",1600 9th street,sacramento,ca,95814,usa,,,,,,,,,,,46637,,,,
qualtrics,20130,MSU - Denver Aerospace and Engineering Sciences,,Office,msu,2018-05-15,10130,denver aerospace and engineering sciences,"1449 7th st, denver, co 80204, usa",1449 7th st,denver,co,80204,usa,,,,,-105.0081986,39.7450315,,,,,79265,,,,
qualtrics,20131,ARUP - Seattle,,Office,arup,2018-05-22,10131,seattle,"1191 2nd ave #400, seattle, wa 98101",1191 2nd ave #400,seattle,wa,98101,usa,,,,,,,,,,,128143,,,,
qualtrics,20132,EPIC - Radiant David Brower Center,,Office,epic,2018-05-24,10132,radiant david brower center,"2150 allston way, berkeley, ca 94704, usa",2150 allston way,berkeley,ca,94704,usa,,,,,-122.2664611,37.8694389,,,,,52105,,,,
qualtrics,20133,Mt Stromlo High School Post Survey,,K-12,,2018-06-23,10133,mt stromlo high school post survey,"220 badimara st, waramanga act 2611, australia",220 badimara st,waramanga,act,2611,australia,,,,,149.053831,-35.354881,,,,,,,,,
qualtrics,20134,Cleveland Clinic Functional Medicine Suite (Q Building) 2nd Survey,,Healthcare,,2018-08-01,10134,cleveland clinic functional medicine suite (q building) 2nd survey,"2050 east 96th street cleveland , oh 44195",2050 east 96th street,cleveland,oh,44195,usa,,,,,,,,,,,,,,,
qualtrics,20135,KQED,,Office,,2018-08-01,10135,kqed,"50 beale st 5th floor, san francisco, ca 94105, usa",50 beale st 5th floor,san francisco,ca,94105,usa,,,,,-122.3963791,37.7913165,,,,,239781,,,,
qualtrics,20136,Rochester City Hall,,Office,,2018-08-25,10136,rochester city hall,"30 church st, rochester, ny 14614, usa",30 church st,rochester,ny,14614,usa,,,,,-77.6149069,43.156954,,,,,63452,,,,
qualtrics,20137,HGA - Sunnylands,,Office,hga,2018-09-07,10137,sunnylands,"sunnylands, rancho mirage, ca 92270, usa",sunnylands,rancho mirage,ca,92270,usa,,,,,-116.4106286,33.7770105,,,,,109943,,,,
qualtrics,20138,Best in Class - Kaiser Vallejo,,Office,best in class,2018-09-27,10138,kaiser vallejo,"975 sereno dr, vallejo, ca 94589, usa",975 sereno dr,vallejo,ca,94589,usa,,,,,-122.2484432,38.12767,,,,,91313,,,,
qualtrics,20139,Workbar - Back Bay 399 Boylston,,Office,workbar,2018-10-04,10139,back bay 399 boylston,"399 boylston st, boston, ma 02116, usa",399 boylston st,boston,ma,2116,usa,,,,,-71.0721548,42.3518033,,,,,,,,,
qualtrics,20140,Quinn Evans - MERIT Suite 200,,Office,quinn evans,2018-10-30,10140,merit suite 200,,,,,,usa,,,,,,,,,,,,,,,
qualtrics,20141,LPA - Irvine,,Office,lpa,2018-11-07,10141,irvine,"5161 california ave, irvine ca 92617",5161 california ave,irvine,ca,92617,usa,,,,,,,,,,,80167,,,,
qualtrics,20142,LPA - Theory,,Office,lpa,2018-11-07,10142,theory,"130 theory, irvine, ca 92617","130 theory,",irvine,ca,92617,usa,,,,,,,,,,,80167,,,,
qualtrics,20143,Institute of Real Estate Management REALTORS Building,,Office,,2018-11-12,10143,institute of real estate management realtors building,"430 north michigan avenue, chicago, illinois 60611, usa",430 north michigan avenue,chicago,il,60611,usa,,,,,,,,,,,124621,,,,
qualtrics,20144,IREM,,,,2018-11-12,10144,,"430 north michigan avenue, chicago, illinois 60611, usa",430 north michigan avenue,chicago,il,60611,usa,,,,,,,,,,,124621,,,,
qualtrics,20145,Quinn Evans - Kramer Middle School,,K-12,quinn evans,2018-12-06,10145,kramer middle school,"880 w. maude ave, sunnyvale, ca 94085",880 w. maude ave,sunnyvale,ca,94085,usa,,,,,,,,,,,183563,,,,
qualtrics,20146,MSU - Gallatin Hall,,Dorm,msu,2018-12-10,10146,gallatin hall,"gallatin hall, montana state university, bozeman mt 59717",gallatin hall montana state university,bozeman,mt,59717,usa,,,,,,,,,,,,,,,
qualtrics,20147,MSU - Yellow Stone Hall,,Dorm,msu,2018-12-10,10147,yellow stone hall,"200 yellowstone hall, bozeman, mt 59715, usa",200 yellowstone hall,bozeman,mt,59715,usa,,,,,-111.056701,45.6658613,,,,,85000,,,,
qualtrics,20148,VMDO - Bluestone Elementary,,K-12,vmdo,2018-12-10,10148,bluestone elementary,"750 garbers church rd, harrisonburg, va 22801, usa",750 garbers church rd,harrisonburg,va,22801,usa,,,,,-78.9056777,38.4460067,,,,,70779,,,,
qualtrics,20149,HGA - San+Francisco,,Office,hga,2018-12-17,10149,san+francisco,"222 sutter st floor 5, san francisco, ca 94108",222 sutter st,san francisco,ca,94108,usa,,,,,,,,,,,63864,,,,
qualtrics,20150,Red Car Analytics - Comfy,,Office,red car analytics,2019-01-08,10150,comfy,"1504 franklin street, oakland, ca 94612",1504 franklin street,oakland,ca,94612,usa,,,,,,,,,,,77069,,,,
qualtrics,20151,Red Car Analytics - LinkedIn,,Office,red car analytics,2019-01-08,10151,linkedin,"1000 w maude ave, sunnyvale, ca 94085, usa",1000 w maude ave,sunnyvale,ca,94085,usa,,,,,-122.0420338,37.392684,,,,,183563,,,,
qualtrics,20152,Best in Class - Kaiser Whittier,,Office,best in class,2019-01-09,10152,kaiser whittier,"12470 whittier blvd, whittier, ca 90602, usa",12470 whittier blvd,whittier,ca,90602,usa,,,,,-118.0446689,33.9706187,,,,,67259,,,,
qualtrics,20153,Best in Class - LaCorte Hall,,Office,best in class,2019-01-09,10153,lacorte hall,"1000 e victoria st carson, ca 90747",1000 e victoria st,carson,ca,90747,usa,,,,,,,,,,,,,,,
qualtrics,20154,CETEC - Whittlesea,,Office,cetec,2019-01-11,10154,whittlesea,"25 ferres boulevard, south morang victoria 3752",25 ferres boulevard,south morang,victoria,3752,australia,,,,,,,,,,,,,,,
qualtrics,20155,RCA - UCD,,Office,rca,2019-01-28,10155,ucd,"463 california ave, davis, ca 95616",463 california ave,davis,ca,95616,usa,,,,,,,,,,,74758,,,,
qualtrics,20156,TRC - Kaiser Pleasanton,,Office,trc,2019-01-28,10156,kaiser pleasanton,"7601 stoneridge dr, pleasanton, ca 94588, usa",7601 stoneridge dr,pleasanton,ca,94588,usa,,,,,-121.9269312,37.690755,,,,,186569,,,,
qualtrics,20157,LaunchLabs - Alexandria Center for Life Sciences,,Lab,launchlabs,2019-02-11,10157,alexandria center for life sciences,"430 e 29th st, new york, ny 10016, usa",430 e 29th st,new york,ny,10016,usa,,,,,-73.9733445,40.7398186,,,,,153065,,,,
qualtrics,20158,LiLa - Santa Ana City Hall,,Office,lila,2019-02-19,10158,santa ana city hall,"20 civic center plaza, santa ana, ca 92701, usa",20 civic center plaza,santa ana,ca,92701,usa,,,,,-117.8732101,33.7498844,,,,,68697,,,,
qualtrics,20159,Cookfox,,Office,,2019-02-22,10159,cookfox,"250 w 57th st 17th floor, new york, ny 10107, usa",250 w 57th st 17th floor,new york,ny,10107,usa,,,,,-73.9824372,40.7662769,,,,,,,,,
qualtrics,20160,RCA - DPR,,Office,rca,2019-02-22,10160,dpr,"945 front st, san francisco, ca 94111, usa",945 front st,san francisco,ca,94111,usa,,,,,-122.4003231,37.8001719,,,,,131343,,,,
qualtrics,20161,Best in Class - Welch,,Office,best in class,2019-03-05,10161,welch,,,,,,,,,,,,,,,,,,,,,
qualtrics,20162,Best in Class - CCC SAB,,Office,best in class,2019-04-01,10162,ccc sab,"2600 mission bell drive san pablo, ca 94806",2600 mission bell drive,san pablo,ca,94806,usa,,,,,,,,,,,82818,,,,
qualtrics,20163,ARUP - SF,,Office,arup,2019-04-11,10163,sf office,"100 california st, san francisco, ca 94111, usa",100 california st,san francisco,ca,94111,usa,,,,,-122.3979683,37.7942478,,,,,131343,,,,
qualtrics,20164,VMDO - Fleet ES,,K-12,vmdo,2019-05-07,10164,fleet es,"115 s old glebe rd, arlington, va 22204, usa",115 s old glebe rd,arlington,va,22204,usa,,,,,-77.0979407,38.8702001,,,,,109277,,,,
qualtrics,20165,Symantec - Buildings B & C Floors 2 & 3,,Office,symantec,2019-06-25,10165,buildings b & c floors 2 & 3,"350 ellis street, mountain view, ca 94043",350 ellis street,mountain view,ca,94043,usa,,,,,,,,,,,180781,,,,
qualtrics,20166,EHDD - Coastal Biology,,Lab,ehdd,2019-06-26,10166,coastal biology,"130 mcallister way, santa cruz, ca 95060, usa",130 mcallister way,santa cruz,ca,95060,usa,,,,,-122.0649236,36.9530384,,,,,106040,,,,
